id,age,job
941,32,1
942,23,0
943,31,0
944,23,0
945,54,0
946,57,1
947,28,0
948,36,1
949,25,0
950,28,1
951,26,0
952,43,1
953,65,1
954,61,0
955,26,0
956,55,0
957,35,1
958,63,0
959,59,1
960,19,1
961,59,1
962,38,1
963,50,0
964,28,1
965,55,0
966,38,0
967,21,1
968,58,1
969,63,1
970,63,0
971,37,0
972,46,1
973,31,1
974,61,1
975,19,0
976,44,1
977,31,1
978,30,1
979,44,1
980,29,1
981,24,0
982,56,1
983,39,1
984,44,0
985,33,0
986,33,0
987,21,1
988,43,1
989,21,0
990,20,0
991,35,0
992,53,1
993,24,0
994,64,0
995,52,0
996,64,0
997,49,0
998,52,1
999,58,0
1000,32,0
1001,25,0
1002,48,0
1003,19,1
1004,42,0
1005,40,1
1006,55,0
1007,26,1
1008,26,0
1009,65,0
1010,64,1
1011,27,1
1012,22,1
1013,26,0
1014,65,1
1015,55,1
1016,51,0
1017,24,0
1018,20,0
1019,45,1
1020,45,0
1021,30,1
1022,55,1
1023,59,0
1024,18,0
1025,20,1
1026,37,0
1027,45,0
1028,42,0
1029,31,1
1030,22,1
1031,19,0
1032,37,1
1033,54,1
1034,57,0
1035,40,0
1036,48,1
1037,64,1
1038,25,0
1039,32,0
1040,53,1
1041,38,1
1042,57,0
1043,26,0
1044,22,0
1045,36,1
1046,38,1
1047,18,1
1048,23,0
1049,43,0
1050,46,0
1051,50,0
1052,64,0
1053,47,1
1054,54,1
1055,40,1
1056,47,1
1057,20,1
1058,63,1
1059,25,0
1060,46,0
1061,33,0
1062,52,1
1063,20,0
1064,24,1
1065,53,0
1066,50,1
1067,30,0
1068,28,1
1069,29,1
1070,26,0
1071,35,1
1072,62,0
1073,33,0
1074,27,0
1075,32,1
1076,25,1
1077,42,1
1078,22,0
1079,24,0
1080,38,0
1081,44,1
1082,44,1
1083,25,0
1084,22,0
1085,49,0
1086,49,0
1087,27,0
1088,59,0
1089,18,0
1090,26,0
1091,53,1
1092,19,0
1093,65,1
1094,64,1
1095,20,0
1096,54,0
1097,54,0
1098,60,0
1099,25,0
1100,26,0
1101,43,0
1102,52,1
1103,60,1
1104,37,1
1105,23,1
1106,31,1
1107,27,1
1108,42,1
1109,37,1
1110,54,0
1111,58,0
1112,33,1
1113,30,1
1114,47,1
1115,20,1
1116,53,1
1117,56,0
1118,29,1
1119,53,0
1120,31,1
1121,63,1
1122,63,1
1123,49,0
1124,56,1
1125,35,1
1126,19,0
1127,54,0
1128,18,1
1129,46,1
1130,50,0
1131,31,0
1132,38,1
1133,33,0
1134,64,0
1135,49,0
1136,59,1
1137,49,0
1138,28,0
1139,18,0
1140,55,1
1141,35,0
1142,19,0
1143,49,1
1144,32,1
1145,47,1
1146,21,1
1147,18,0
1148,21,0
1149,30,0
1150,47,0
1151,63,1
1152,49,1
1153,33,0
1154,44,0
1155,54,0
1156,46,1
1157,49,1
1158,56,1
1159,48,0
1160,29,0
1161,31,1
1162,59,1
1163,27,0
1164,61,0
1165,48,0
1166,46,0
1167,42,0
1168,24,0
1169,61,0
1170,26,0
1171,28,1
1172,38,0
1173,55,1
1174,52,0
1175,34,1
1176,45,0
1177,27,0
1178,31,0
1179,63,0
1180,32,1
1181,33,1
1182,55,1
1183,59,0
1184,55,0
1185,53,0
1186,57,1
1187,43,1
1188,56,0
1189,39,0
1190,56,0
1191,59,0
1192,34,0
1193,45,0
1194,37,0
1195,41,1
1196,42,0
1197,25,1
1198,19,0
1199,29,0
1200,29,1
1201,60,1
1202,24,1
1203,22,0
1204,31,1
1205,31,1
1206,65,0
1207,26,0
1208,30,1
1209,48,0
1210,41,1
1211,39,1
1212,20,1
1213,46,0
1214,36,0
1215,28,0
1216,22,1
1217,50,0
1218,62,0
1219,28,0
1220,64,1
1221,32,0
1222,56,1
1223,23,1
1224,62,1
1225,53,0
1226,65,0
1227,39,1
1228,47,0
1229,45,1
1230,60,0
1231,31,1
1232,27,1
1233,61,0
1234,51,1
1235,60,1
1236,63,1
1237,34,1
1238,59,1
1239,32,0
1240,45,1
1241,50,1
1242,46,0
1243,25,0
1244,50,1
1245,31,1
1246,21,1
1247,47,1
1248,57,1
1249,59,0
1250,29,0
1251,20,1
1252,24,0
1253,27,0
1254,51,0
1255,50,0
1256,56,0
1257,63,0
1258,42,0
1259,63,1
1260,59,1
1261,53,1
1262,35,0
1263,41,0
1264,50,1
1265,21,0
1266,28,1
1267,34,1
1268,59,0
1269,57,1
1270,36,0
1271,42,1
1272,55,0
1273,39,0
1274,26,0
1275,19,0
1276,43,1
1277,32,1
1278,37,1
1279,26,1
1280,29,0
1281,35,1
1282,50,0
1283,64,1
1284,60,1
1285,51,0
1286,27,0
1287,60,1
1288,43,0
1289,58,1
1290,61,0
1291,25,1
1292,21,0
1293,64,1
1294,34,1
1295,44,1
1296,55,0
1297,44,0
1298,43,1
1299,46,0
1300,58,1
1301,20,1
1302,62,0
1303,42,0
1304,34,0
1305,30,1
1306,49,0
1307,20,0
1308,27,0
1309,28,0
1310,24,1
1311,33,1
1312,30,1
1313,49,1
1314,65,1
1315,18,1
1316,45,0
1317,57,0
1318,44,1
1319,46,0
1320,46,0
1321,39,1
1322,28,0
1323,50,0
1324,19,0
1325,31,1
1326,56,1
1327,20,0
1328,30,0
1329,23,0
1330,35,0
1331,28,0
1332,55,0
1333,48,0
1334,37,0
1335,26,1
1336,39,1
1337,65,1
1338,24,1
1339,22,1
1340,56,0
1341,61,1
1342,60,0
1343,54,1
1344,44,1
1345,42,1
1346,25,1
1347,62,0
1348,24,1
1349,44,1
1350,49,1
1351,47,1
1352,46,1
1353,38,0
1354,47,0
1355,64,0
1356,38,1
1357,30,1
1358,52,0
1359,61,1
1360,19,1
1361,31,0
1362,56,0
1363,65,0
1364,58,1
1365,43,1
1366,43,1
1367,40,1
1368,22,1
1369,48,0
1370,26,1
1371,27,0
1372,40,1
1373,64,0
1374,64,0
1375,27,0
1376,26,0
1377,58,1
1378,30,1
1379,22,0
1380,56,1
1381,56,1
1382,28,1
1383,32,0
1384,33,0
1385,48,0
1386,55,1
1387,52,0
1388,56,1
1389,37,0
1390,37,0
1391,58,0
1392,51,0
1393,62,0
1394,43,0
1395,24,1
1396,25,1
1397,53,1
1398,37,0
1399,46,0
1400,58,1
1401,29,1
1402,51,0
1403,34,1
1404,41,1
1405,56,1
1406,58,1
1407,43,0
1408,54,1
1409,18,1
1410,64,0
1411,53,1
1412,44,1
1413,46,1
1414,24,0
1415,37,1
1416,40,1
1417,34,1
1418,18,1
1419,54,1
1420,53,1
1421,59,0
1422,37,0
1423,60,0
1424,40,0
1425,32,1
1426,38,1
1427,55,0
1428,48,1
1429,32,1
1430,43,1
1431,33,1
1432,18,0
1433,44,1
1434,31,0
1435,48,0
1436,26,0
1437,27,0
1438,65,0
1439,27,0
1440,47,0
1441,64,0
1442,64,0
1443,35,1
1444,53,0
1445,25,1
1446,44,1
1447,54,0
1448,45,0
1449,45,1
1450,40,0
1451,32,0
1452,55,0
1453,24,0
1454,28,0
1455,23,1
1456,57,1
1457,62,0
1458,62,0
1459,44,1
1460,35,0
1461,44,0
1462,42,1
1463,42,1
1464,36,0
1465,52,1
1466,43,0
1467,19,1
1468,52,1
1469,54,0
1470,32,0
1471,62,1
1472,32,0
1473,45,0
1474,47,1
1475,41,0
1476,61,0
1477,54,1
1478,21,1
1479,25,1
1480,33,0
1481,21,1
1482,18,1
1483,60,1
1484,28,0
1485,60,1
1486,22,1
1487,20,1
1488,21,0
1489,45,1
1490,58,1
1491,58,0
1492,33,1
1493,58,0
1494,19,1
1495,57,0
1496,20,1
1497,19,0
1498,19,1
1499,57,1
1500,64,1
1501,31,1
1502,21,0
1503,41,1
1504,28,1
1505,43,1
1506,31,0
1507,27,0
1508,32,0
1509,51,1
1510,37,0
1511,54,1
1512,65,0
1513,28,1
1514,52,1
1515,37,1
1516,52,1
1517,36,1
1518,33,1
1519,45,0
1520,27,1
1521,40,0
1522,28,1
1523,46,1
1524,38,1
1525,42,1
1526,21,1
1527,25,1
1528,19,1
1529,41,1
1530,18,1
1531,35,1
1532,35,0
1533,55,1
1534,44,0
1535,64,1
1536,57,0
1537,64,0
1538,51,0
1539,32,0
1540,54,1
1541,52,0
1542,27,0
1543,20,0
1544,55,0
1545,42,1
1546,56,0
1547,32,1
1548,50,0
1549,20,0
1550,57,1
1551,36,1
1552,61,0
1553,22,0
1554,38,1
1555,32,0
1556,26,1
1557,45,0
1558,65,1
1559,64,1
1560,32,0
1561,47,0
1562,46,1
1563,42,0
1564,45,1
1565,33,0
1566,32,1
1567,54,0
1568,63,1
1569,62,1
1570,40,1
1571,59,0
1572,39,1
1573,35,0
1574,59,0
1575,58,1
1576,42,1
1577,31,1
1578,54,0
1579,36,1
1580,24,0
1581,25,1
1582,21,0
1583,46,1
1584,31,0
1585,25,1
1586,32,0
1587,57,1
1588,41,1
1589,62,1
1590,62,0
1591,27,0
1592,54,0
1593,58,1
1594,27,0
1595,28,0
1596,49,1
1597,49,0
1598,47,1
1599,21,0
1600,38,0
1601,47,0
1602,36,0
1603,57,1
1604,40,0
1605,56,0
1606,42,1
1607,46,1
1608,62,0
1609,40,1
1610,46,1
1611,55,1
1612,28,0
1613,55,0
1614,64,0
1615,62,1
1616,52,1
1617,47,1
1618,65,0
1619,62,0
1620,41,0
1621,58,1
1622,39,1
1623,33,0
1624,24,0
1625,56,0
1626,47,1
1627,23,1
1628,49,0
1629,43,0
1630,31,0
1631,27,0
1632,48,1
1633,32,1
1634,49,0
1635,49,1
1636,19,1
1637,61,1
1638,28,0
1639,45,1
1640,35,1
1641,42,1
1642,20,1
1643,52,0
1644,23,0
1645,61,0
1646,32,0
1647,51,0
1648,32,1
1649,42,1
1650,42,1
1651,25,0
1652,36,1
1653,45,1
1654,19,1
1655,46,1
1656,28,1
1657,37,1
1658,22,1
1659,44,1
1660,44,1
1661,29,1
1662,61,1
1663,22,1
1664,32,1
1665,57,1
1666,31,1
1667,37,1
1668,55,0
1669,64,1
1670,49,1
1671,38,1
1672,41,0
1673,19,0
1674,23,1
1675,40,1
1676,31,1
1677,49,1
1678,65,0
1679,19,0
1680,20,0
1681,37,1
1682,46,1
1683,47,1
1684,39,0
1685,52,1
1686,50,0
1687,63,0
1688,53,1
1689,65,1
1690,24,0
1691,55,1
1692,46,0
1693,52,1
1694,21,1
1695,28,0
1696,29,0
1697,63,1
1698,18,0
1699,62,1
1700,58,0
1701,58,0
1702,64,1
1703,57,0
1704,25,1
1705,21,0
1706,38,1
1707,54,1
1708,31,1
1709,28,0
1710,65,0
1711,46,0
1712,54,1
1713,29,1
1714,56,1
1715,62,0
1716,58,0
1717,27,1
1718,33,0
1719,27,1
1720,21,0
1721,43,0
1722,57,0
1723,58,1
1724,46,1
1725,31,0
1726,51,1
1727,56,0
1728,61,1
1729,45,1
1730,36,1
1731,64,1
1732,39,1
1733,28,1
1734,20,0
1735,47,1
1736,49,0
1737,38,0
1738,56,1
1739,61,0
1740,57,1
1741,18,0
1742,53,1
1743,54,0
1744,52,0
1745,52,1
1746,60,1
1747,35,1
1748,27,0
1749,32,0
1750,32,0
1751,44,0
1752,35,1
1753,28,1
1754,61,0
1755,24,1
1756,41,1
1757,19,0
1758,58,0
1759,54,1
1760,63,0
1761,52,0
1762,45,1
1763,52,0
1764,65,0
1765,28,0
1766,35,1
1767,40,0
1768,29,1
1769,22,0
1770,48,0
1771,19,0
1772,35,1
1773,56,1
1774,31,0
1775,44,1
1776,23,1
1777,24,0
1778,31,0
1779,58,1
1780,65,1
1781,39,1
1782,48,0
1783,40,1
1784,24,0
1785,55,1
1786,37,1
1787,36,1
1788,41,1
1789,52,1
1790,39,1
1791,36,1
1792,42,0
1793,58,1
1794,54,1
1795,51,1
1796,64,0
1797,42,1
1798,25,0
1799,51,0
1800,57,1
1801,25,0
1802,54,0
1803,48,0
1804,38,0
1805,49,0
1806,32,1
1807,42,0
1808,52,0
1809,46,0
1810,21,1
1811,59,1
1812,39,1
1813,23,1
1814,58,0
1815,65,1
1816,65,1
1817,33,0
1818,61,0
1819,28,0
1820,40,0
1821,47,1
1822,54,0
1823,54,1
1824,53,1
1825,41,0
1826,46,1
1827,19,1
1828,54,1
1829,60,1
1830,37,0
1831,64,1
1832,20,0
1833,33,1
1834,33,1
1835,53,1
1836,18,1
1837,39,1
1838,50,0
1839,54,0
1840,49,0
1841,59,0
1842,18,1
1843,51,0
1844,32,0
1845,51,1
1846,30,0
1847,34,0
1848,46,1
1849,47,0
1850,58,0
1851,34,1
1852,60,0
1853,49,1
1854,49,1
1855,42,0
1856,18,1
1857,64,1
1858,25,0
1859,30,0
1860,57,1
1861,35,0
1862,19,1
1863,34,0
1864,38,1
1865,22,0
1866,38,0
1867,33,0
1868,50,0
1869,63,0
1870,60,0
1871,26,0
1872,51,0
1873,50,1
1874,48,0
1875,50,0
1876,30,1
1877,51,0
1878,46,1
1879,37,0
1880,37,0
1881,32,1
1882,42,1
1883,47,0
1884,30,1
1885,32,0
1886,26,0
1887,32,0
1888,41,0
1889,28,0
1890,28,0
1891,36,0
1892,41,1
1893,37,1
1894,45,0
1895,56,0
1896,54,1
1897,41,0
1898,46,1
1899,34,0
1900,60,0
1901,18,1
1902,32,0
1903,28,0
1904,31,0
1905,57,1
1906,35,1
1907,55,1
1908,51,1
1909,42,0
1910,34,1
1911,64,1
1912,48,1
1913,59,1
1914,28,0
1915,51,1
1916,21,0
1917,60,1
1918,40,1
1919,54,1
1920,40,1
1921,62,0
1922,18,0
1923,53,0
1924,32,1
1925,48,0
1926,29,1
1927,29,0
1928,46,0
1929,37,0
1930,36,0
1931,41,0
1932,61,1
1933,45,1
1934,32,1
1935,47,0
1936,19,0
1937,39,0
1938,64,1
1939,24,0
1940,27,0
1941,60,0
1942,37,0
1943,48,0
1944,23,0
1945,38,0
1946,59,0
1947,35,0
1948,62,1
1949,49,0
1950,49,1
1951,62,1
1952,49,1
1953,23,1
1954,60,0
1955,18,0
1956,36,1
1957,25,1
1958,49,1
1959,58,1
1960,36,0
1961,51,0
1962,24,1
1963,19,1
1964,19,1
1965,64,1
1966,58,1
1967,54,1
1968,65,0
1969,40,0
1970,51,1
1971,63,1
1972,18,0
1973,43,0
1974,25,0
1975,48,0
1976,20,1
1977,56,1
1978,58,1
1979,32,0
1980,28,0
1981,41,1
1982,36,0
1983,49,1
1984,42,0
1985,65,0
1986,58,0
1987,45,1
1988,54,1
1989,56,0
1990,25,0
1991,29,1
1992,35,1
1993,37,1
1994,51,0
1995,36,1
1996,24,1
1997,31,0
1998,62,1
1999,45,1
2000,43,0
2001,25,0
2002,24,0
2003,55,0
2004,39,1
2005,42,0
2006,63,0
2007,18,1
2008,31,0
2009,57,1
2010,20,1
2011,56,1
2012,63,1
2013,22,0
2014,52,1
2015,57,1
2016,48,0
2017,37,0
2018,65,0
2019,44,1
2020,30,0
2021,56,1
2022,61,0
2023,64,0
2024,31,1
2025,61,1
2026,49,0
2027,45,1
2028,49,1
2029,25,1
2030,28,1
2031,40,1
2032,58,0
2033,38,0
2034,36,1
2035,54,0
2036,25,0
2037,54,1
2038,22,1
2039,26,0
2040,50,0
2041,24,1
2042,28,1
2043,20,1
2044,62,0
2045,58,1
2046,27,0
2047,56,1
2048,41,1
2049,52,1
2050,32,0
2051,60,1
2052,28,1
2053,33,1
2054,18,0
2055,27,1
2056,38,1
2057,50,0
2058,64,0
2059,56,1
2060,59,0
2061,25,1
2062,57,0
2063,38,1
2064,41,1
2065,19,0
2066,20,0
2067,59,0
2068,33,1
2069,28,0
2070,20,1
2071,40,1
2072,40,0
2073,51,1
2074,32,1
2075,45,0
2076,23,0
2077,33,0
2078,64,0
2079,42,1
2080,56,0
2081,48,1
2082,34,0
2083,27,0
2084,38,0
2085,44,1
2086,24,0
2087,29,0
2088,26,1
2089,49,1
2090,32,0
2091,40,0
2092,40,1
2093,22,1
2094,19,1
2095,20,0
2096,48,0
2097,62,1
2098,36,0
2099,38,1
2100,62,1
2101,65,1
2102,41,0
2103,26,1
2104,60,0
2105,51,0
2106,37,1
2107,41,0
2108,55,1
2109,50,0
2110,32,1
2111,44,1
2112,29,0
2113,53,0
2114,36,1
2115,18,1
2116,50,1
2117,42,1
2118,61,0
2119,27,0
2120,40,1
2121,65,0
2122,45,1
2123,52,0
2124,47,1
2125,31,1
2126,21,1
2127,30,1
2128,31,0
2129,34,1
2130,42,1
2131,23,0
2132,27,1
2133,54,1
2134,27,1
2135,47,1
2136,41,1
2137,20,1
2138,29,1
2139,49,0
2140,60,0
2141,56,1
