id,age,job
452,18,0
453,25,1
454,25,1
455,27,0
456,28,1
457,59,1
458,52,0
459,32,0
460,27,0
461,44,0
462,40,1
463,20,1
464,34,1
465,42,1
466,50,0
467,47,0
468,63,0
469,31,0
470,61,1
471,18,0
472,35,0
473,64,1
474,62,0
475,44,0
476,25,0
477,64,0
478,42,1
479,25,1
480,45,1
481,29,1
482,43,0
483,53,1
484,44,1
485,30,1
486,18,1
487,19,1
488,30,0
489,59,1
490,57,0
491,59,0
492,63,0
493,20,1
494,43,1
495,50,1
496,53,1
497,59,0
498,38,0
499,45,0
500,55,0
501,52,0
502,52,1
503,54,0
504,49,0
505,46,1
506,60,1
507,48,0
508,27,1
509,29,0
510,58,1
511,32,0
512,42,0
513,37,0
514,28,1
515,18,0
516,61,0
517,56,1
518,62,1
519,42,1
520,38,0
521,27,1
522,47,1
523,33,1
524,50,0
525,37,1
526,27,0
527,59,0
528,28,0
529,46,0
530,42,1
531,22,1
532,26,1
533,58,1
534,52,0
535,48,1
536,18,1
537,51,1
538,19,0
539,21,1
540,39,1
541,60,0
542,62,0
543,60,0
544,50,1
545,57,1
546,36,1
547,42,1
548,28,1
549,46,1
550,54,1
551,58,0
552,45,1
553,53,1
554,25,1
555,43,1
556,37,0
557,21,0
558,62,1
559,45,1
560,63,1
561,56,1
562,45,1
563,63,1
564,51,0
565,48,1
566,22,1
567,45,1
568,59,1
569,39,1
570,35,0
571,25,1
572,64,1
573,58,1
574,22,1
575,24,1
576,63,0
577,31,1
578,29,0
579,38,0
580,51,1
581,49,1
582,38,0
583,56,0
584,29,1
585,40,1
586,36,0
587,57,0
588,24,0
589,24,1
590,53,1
591,24,0
592,21,0
593,45,0
594,43,1
595,30,1
596,44,1
597,34,1
598,44,1
599,42,0
600,33,1
601,48,1
602,25,1
603,18,0
604,36,0
605,49,0
606,54,1
607,47,1
608,60,1
609,55,0
610,48,0
611,60,1
612,44,0
613,53,1
614,40,1
615,50,0
616,64,1
617,51,1
618,61,1
619,51,1
620,47,0
621,28,1
622,64,1
623,25,0
624,46,1
625,37,0
626,48,0
627,60,1
628,44,0
629,47,1
630,33,0
631,22,1
632,52,0
633,38,0
634,41,1
635,22,1
636,21,1
637,34,0
638,40,1
639,38,1
640,56,1
641,65,0
642,40,1
643,42,1
644,35,0
645,37,0
646,58,1
647,34,0
648,50,1
649,65,0
650,56,0
651,21,1
652,53,1
653,43,0
654,52,1
655,48,0
656,45,0
657,58,1
658,46,1
659,19,1
660,42,0
661,20,0
662,57,0
663,48,1
664,49,1
665,20,0
666,25,0
667,19,0
668,60,1
669,57,1
670,39,1
671,20,1
672,65,0
673,59,0
674,50,0
675,27,1
676,64,0
677,59,1
678,47,0
679,34,1
680,44,1
681,49,0
682,20,1
683,49,1
684,37,0
685,59,1
686,46,0
687,59,0
688,61,0
689,51,0
690,60,1
691,34,0
692,39,1
693,44,1
694,47,1
695,43,0
696,56,0
697,29,0
698,29,1
699,34,1
700,59,1
701,54,0
702,62,0
703,51,0
704,34,1
705,18,0
706,61,1
707,65,1
708,47,1
709,60,0
710,31,0
711,61,0
712,44,0
713,59,1
714,63,0
715,25,1
716,35,0
717,31,1
718,20,0
719,40,0
720,30,1
721,33,1
722,62,0
723,30,1
724,58,0
725,56,0
726,50,1
727,25,0
728,42,0
729,28,0
730,57,1
731,40,1
732,37,0
733,42,0
734,63,1
735,30,1
736,52,0
737,46,1
738,30,1
739,36,0
740,29,0
741,26,1
742,57,1
743,46,1
744,35,0
745,35,0
746,63,1
747,40,0
748,27,0
749,47,0
750,61,0
751,44,1
752,25,0
753,45,0
754,29,0
755,58,0
756,38,0
757,51,1
758,46,0
759,32,1
760,61,1
761,39,1
762,21,0
763,58,1
764,62,0
765,32,1
766,65,1
767,58,0
768,36,1
769,55,1
770,27,1
771,22,0
772,46,0
773,39,1
774,29,0
775,28,0
776,22,0
777,59,1
778,65,0
779,30,0
780,20,1
781,65,0
782,63,1
783,37,1
784,50,1
785,29,0
786,57,0
787,19,1
788,25,1
789,61,0
790,19,1
791,60,1
792,49,0
793,27,1
794,38,0
795,61,0
796,26,0
797,47,1
798,44,1
799,31,1
800,37,1
801,37,0
802,44,0
803,55,0
804,30,0
805,41,0
806,50,0
807,59,0
808,19,0
809,60,0
810,25,0
811,40,0
812,42,0
813,30,0
814,26,1
815,53,0
816,33,0
817,19,1
818,19,0
819,44,0
820,22,1
821,55,1
822,35,1
823,29,1
824,23,1
825,25,1
826,51,0
827,34,0
828,42,1
829,65,0
830,30,0
831,47,1
832,45,1
833,55,1
834,58,0
835,61,0
836,51,1
837,31,1
838,45,1
839,21,1
840,45,0
841,43,1
842,26,0
843,62,0
844,36,0
845,62,0
846,47,1
847,43,1
848,27,0
849,20,0
850,41,0
851,55,1
852,40,1
853,36,0
854,58,1
855,26,1
856,28,0
857,63,0
858,39,0
859,21,0
860,59,1
861,20,0
862,52,1
863,40,1
864,41,0
865,58,0
866,20,0
867,46,0
868,40,0
869,26,1
870,49,1
871,51,0
872,51,0
873,53,0
874,56,0
875,59,0
876,60,0
877,43,1
878,63,1
879,24,0
880,18,0
881,56,1
882,35,1
883,28,1
884,34,1
885,63,1
886,53,0
887,25,1
888,36,0
889,19,1
890,20,1
891,63,1
892,23,0
893,38,0
894,64,1
895,39,1
896,57,1
897,42,0
898,25,1
899,54,0
900,25,1
901,38,0
902,62,1
903,35,1
904,45,1
905,30,0
906,61,1
907,63,0
908,31,0
909,47,1
910,36,1
911,48,1
912,46,1
913,57,0
914,36,0
915,27,0
916,43,0
917,36,0
918,44,1
919,54,1
920,40,0
921,38,0
922,33,1
923,48,0
924,58,0
925,39,0
926,18,0
927,27,0
928,65,1
929,29,0
930,48,1
931,38,0
932,43,0
933,50,0
934,26,1
935,40,1
936,21,1
937,64,1
938,54,1
939,34,0
940,28,0
941,42,1
942,27,1
943,33,0
944,21,1
945,18,1
946,53,1
947,61,1
948,61,0
949,35,0
950,62,1
951,21,1
952,60,0
953,22,0
954,47,0
955,52,1
956,42,1
957,62,0
958,34,0
959,41,1
960,40,1
961,54,0
962,50,0
963,30,0
964,18,1
965,47,0
966,46,1
967,35,1
968,45,1
969,30,1
970,59,1
971,58,0
972,36,1
973,57,0
974,61,0
975,42,0
976,58,1
977,35,0
978,42,1
979,34,0
980,25,0
981,48,1
982,18,0
983,50,0
984,46,0
985,22,0
986,62,1
987,48,0
988,44,0
989,51,1
990,56,1
991,19,1
992,50,0
993,26,0
994,40,1
995,35,0
996,41,1
997,61,1
998,32,0
999,26,0
1000,54,0
